id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_kelurahan_desa;koperasi;no badan hukum;tanggal badan hukum;email;website;aktif;ketua;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun ind usaha;tahun
3254;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Superindo;52/BH/KDK.56/IV/99;29/04/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3255;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Swadarma Eka Karsa;12/BH/IV/00;04/04/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3256;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tare Harapan Maju;97/BH/KDK.56/IX/99;22/09/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3257;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tunas Indag Mandiri;23/BH/KWK.5/VI;06/06/1998;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3258;15;JAMBI;1571;157101;1571011010;PENYENGAT RENDAH;Koperasi Usaha Bersama;15/BH/KDK56/V/00;05/05/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
3259;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pemuda;558/BH/VIII/81;08/08/1981;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3260;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Kopel Dolog;620/BH/XII/84;12/12/1984;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3261;15;JAMBI;1571;157101;-;-;Koperasi Korkabat SMP Adhyaksa I;1851/BH/PAD/KWK.5/IV/1996;04/04/1996;kopsmpadhayksa@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3262;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Melin Sari;24/BH/KDK.56/X/1998;10/10/1998;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3263;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Koperi UNBARI;573.A/BH/XI/87;11/11/1987;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3264;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Koperti AAN;743/BH/VI/87;06/06/1987;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3265;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Kopgara;973/BH/XI/91;11/11/1991;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3266;15;JAMBI;1571;157101;1571101005;SOLOK SIPIN;Koperasi Karyawan Sejahtera PT Taspen;206/BH/PAD/KWK.5/IV/1996;30/04/1996;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3267;15;JAMBI;1571;157101;1571011011;PEMATANG SULUR;Koperasi Karyawan SLB Prof Dr Sri Soedewi Masjchun Sofwan SH;07/BH/KWK.5/IV/1997;04/04/1997;koperasislb@gmail.com;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
3268;15;JAMBI;1571;157101;1571011003;TELUK KENALI;Koperasi Kopma PAM Keperawatan;3/BH/VIII/98;08/08/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3269;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Kopperi;165/BH/VII/70;07/07/1970;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3270;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Koptamas Perhubungan;56/BH/I/99;01/01/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3271;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Koptanas;92/BH/VIII/99;08/08/1999;-;-;FALSE;;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3272;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Kopwi Jambi;15/BH/IV/98;04/04/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3273;15;JAMBI;1571;157101;-;-;KPN Rimbawan Jambi;179/PAD/KWK.5/IV/1996;04/04/1996;kpnrimbawanjambi@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3274;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri BLKJ Jambi;572/BH/XV;28/10/1983;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;2023
3275;15;JAMBI;1571;157101;-;-;Koperasi Pegawai Negeri Republik Indonesia Disnakerdukpil Jambi;454A/BH/XV/1987;01/01/1987;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3276;15;JAMBI;1571;157101;-;-;Koperasi Pegawai Negeri Republik Indonesia Dolog Jambi;173/BH/PAD/KWK.5/IV/1996;04/04/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3277;15;JAMBI;1571;157101;-;-;Koperasi Pegawai Negeri Republik Indonesia IAIN Sulthan Thaha Saifuddin;139/BH/PAD/KWK.5/XI/1995;11/11/1995;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3278;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri BKKBN Provinsi Jambi;486/BH/XV;20/02/1982;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3279;15;JAMBI;1571;157101;-;-;Koperasi Pegawai Negeri Republik Indonesia SMKN 4 Jambi;229/BH/PAD/KWK.5/V/1996;05/05/1996;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3280;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;KPN SMP Negeri 7 Kota Jambi;184/BH/PAD/KWK.5/1996;01/01/1996;kpnsmp7kotajambi@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3281;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi KPPDK Kanim;551/BH/VI/83;06/06/1983;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3282;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi KPPDK Pengadilan Negeri;1049/BH/VII/93;27/07/1993;kppdknegeri@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;2023
3283;15;JAMBI;1571;157101;-;-;Koperasi Simpan Pinjam Bumi Sejahtera;11/BH/KWK.5/IX/2000;09/09/2000;-;-;FALSE;;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3284;15;JAMBI;1571;157101;-;-;Koperasi Serba Usaha Karya Maju Jambi;11/BH/DISPERINDAGKOP/IV/2002;04/04/2002;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3285;15;JAMBI;1571;157101;-;-;Koperasi Kantor Gubernur;296/BH/XV;01/02/1974;dahmalena@gmail.com;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;JASA LAINNYA;-;-;0;0;-;2023
3286;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Manunggal;10/BH/VIII/98;08/08/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3287;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Manunggal Karsa;3/BH/II/98;02/02/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3288;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Mekar Tani;711/BH/V/86;05/05/1986;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3289;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Serba Usaha Melati Bhakti;619/BH/XV/1984;14/12/1984;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;2023
3290;15;JAMBI;1571;157101;1571101005;SOLOK SIPIN;Koperasi Mitra Dharma Utama;21/BH/IV/96;04/04/1996;-;-;FALSE;;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3291;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Nelta Prima;19/BH/VII/97;07/07/1997;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3292;15;JAMBI;1571;157101;-;-;Primer Koperasi Angkatan Darat Makorem 042/Garuda Putih;305/BH/XV/1974;01/01/1974;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3293;15;JAMBI;1571;157101;-;-;Primer Koperasi Veteran Republik Indonesia (Primkoveri);493/BH/V/82;05/05/1982;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3294;15;JAMBI;1571;157101;-;-;Koperasi Puskopas Kota Jambi;11/BH/V/99;05/05/1999;-;-;FALSE;;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3295;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Putri Pinang Masak;998/BH/VI/92;06/06/1992;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3296;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Rimbun Jaya;453/BH/XV;22/09/1991;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3297;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Rimoa Hutanimas;49/BH/XI/97;11/11/1997;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Angkatan Darat;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3298;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Ripka Sejahtera;20/BH/II/99;02/02/1999;-;-;FALSE;;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Laut;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;2023
3299;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi RSUP;995/BH/V/92;05/05/1992;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3300;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Rumpun Tani;285/BH/IX/73;09/09/1973;-;-;TRUE;;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3301;15;JAMBI;1571;157101;1571011002;BULURAN KENALI;Koperasi Sehat Sejahtera SPK;587/BH/II/84;02/02/1984;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3302;15;JAMBI;1571;157101;1571101005;SOLOK SIPIN;Koperasi Sejahtera;957/BH/VIII/91;08/08/1991;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3303;15;JAMBI;1571;157101;1571011011;PEMATANG SULUR;Koperasi Karyawan SLB Jambi;07/8VI/KWK.21/V/1997;21/04/1997;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
3304;15;JAMBI;1571;157101;-;-;Koperasi SLTPN;831/BH/VII/88;07/07/1988;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3305;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi SMK Negeri I Kota Jambi;410/BH/IV/79;04/04/1979;koperasismk1jamb i@gmail.com;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3306;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi SMKK;756/BH/IV/87;04/04/1987;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3307;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi SMUN I;358/BH/XI/77;11/11/1977;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3308;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi STIE;05/BH/VIII/98;08/08/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3309;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Sungai Putri;935/BH/IV/91;04/04/1991;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3310;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tanggo Sukses;5/BH/III/00;03/03/2000;-;-;FALSE;;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;2023
3311;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Telanai;946/BH/VI/89;06/06/1989;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3312;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Telanai Jaya;946/BH/V/91;05/05/1991;-;-;FALSE;;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;2023
3313;15;JAMBI;1571;157101;1571101005;SOLOK SIPIN;Koperasi Tirta Mayang;213/BH/V/96;05/05/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3314;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tri Daya;623/BH/I/85;01/01/1985;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3315;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tri Dharma Unja;651/BH/VIII/85;08/08/1985;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3316;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Tri Karya Anggaran;440/BH/IV/81;04/04/1981;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3317;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi UNBARI;78/BH/VI/99;06/06/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3318;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi UNJA;629/BH/II/86;02/02/1986;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3319;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi UPH;42/BH/X/97;10/10/1997;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3320;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Wahana Bhakti;729/BH/X/86;10/10/1986;-;-;FALSE;;Primer Kabupaten/Kota;Produsen;Kopinkra;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;2023
3321;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri BALITBANGDA Jambi;32/BH/DISPERINDAGKOP/IX/1999;01/08/1999;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3322;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Kanwil Dep Agama Propinsi Jambi;306/BH/XV;04/04/1996;-;-;TRUE;ARPANI, S.KOM, MAB;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;64;46;2021;2023
3323;15;JAMBI;1571;157101;-;-;Koperasi Baitul Maal Wattamwil BMT Al-Ishlah;102/BH/KDK.56/X/1999;10/10/1999;bmtalishlah.kotajambi@gmail.com;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3324;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Bina Cipta Mandiri peternakan sapi lokal;392/Gub.Diskop.PKM/XI/2007;11/11/2007;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;2023
3325;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Guru Nusantara;327/BH/PAD/KWK.5/VII/1996;07/07/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;0;0;-;2023
3326;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;KOPEL BULOG DIVRE JAMBI;620/BH/XV/1984;01/01/1984;kopel.divrejambi@gmail.com;-;TRUE;YENNI RAULINA S;Primer Kabupaten/Kota;Konsumen;Kopkar;JASA LAINNYA;-;-;104;47;2021;2023
3327;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Kopebi Angso Duo Jambi;37/BH/KWK.5/IX/1996;09/09/1996;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3328;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Pegawai Negeri Republik Indonesia Adiyaksa;241/BH/XV;17/08/1945;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3329;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Republik Indonesia BAPPEDA PROV. JAMBI;22/BH/DISPERINDAGKOP/V/2002;05/05/2002;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3330;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Pegawai Negeri Republik Indonesia Bina Karya Ternak;470/BH/XV;17/08/1945;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3331;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Pegawai Negeri Indonesia Bina Sejahtera Anggaran;622/BH/XV;17/08/1945;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3332;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Pegawai Negeri BPG Jambi;423/BN/XV;01/12/1979;kpn_bpg_jambi@yahoo.co.id;-;TRUE;EKO PRASETYO;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;28;34;2021;2023
3333;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Kantor Wilayah Badan Pertanahan Nasional;49/KWK/5.X/1994;19/10/1994;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3334;15;JAMBI;1571;157101;1571011011;PEMATANG SULUR;Koperasi Pegawai Negeri Republik Indonesia Citri;12/KPTS/KWK.5/IV/1990;04/04/1990;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3335;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Pegawai Negeri Republik Indonesia IAIN STS JAMBI;134/BH/PAD/KWK.5/XI/1995;11/11/1995;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3336;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Pegawai Negeri Republik Indonesia Keluarga SD/52/IV;07/BH/KDK.56/II/2001;02/02/2001;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3337;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Republik Indonesia Rimbun Jaya;01/PAD/BH/KDK.56/I/2001;01/01/2001;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3338;15;JAMBI;1571;157101;1571101001;SUNGAI PUTRI;Koperasi Pegawai Negeri SMA Negeri 1 Jambi;385/BH/XV/77;01/11/1977;kpnsma1jambi@gmail.com;-;TRUE;IRWANSYAH, S.PD, M.PD;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;19;28;2021;2023
3339;15;JAMBI;1571;157101;-;-;KOPERASI SIMPAN PINJAM JAMBI SEMBILAN LURAH;27/BH/KDK.56/X/98;10/10/1998;-;-;TRUE;SULAIMAN;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;KOPERASI SIMPAN PINJAM/UNIT SIMPAN PINJAM KONVENSIONAL KONVENSIONAL;-;-;0;0;-;2023
3340;15;JAMBI;1571;157101;1571101004;SELAMAT;Koperasi Simpan Pinjam Panca Karya;409/BH/XV;17/08/1945;-;-;FALSE;;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;2023
3341;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Mukti Tama;208.a/BH/XV;17/08/1945;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3342;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri RSU Raden Muttaher;02/BH/PAD/KDK.56/IV/2000;04/04/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3343;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Sehati Satu;589/BH/XX/1984;22/02/1984;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
3344;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Pegawai Negeri Pertambangan Dan Energi;15/BH/KWK.5/III/1996;09/03/1996;-;-;TRUE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);PERTAMBANGAN DAN PENGGALIAN;-;-;0;0;-;2023
3345;15;JAMBI;1571;157101;1571011001;SIMPANG IV SIPIN;Koperasi Kerajinan Rakyat Kembang Joyo;28/BH/KWK.5/VII/1998;07/07/1998;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kopinkra;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;2023
3346;15;JAMBI;1571;157101;1571011004;TELANAIPURA;Koperasi Pegawai Negeri Serba Prima;24/BH/KDK.56/VIII/2000;24/05/2000;-;-;FALSE;;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;2023
